Day,Day_month,Month,Year,TSVALUE_UPDATED
27,27-Mar,Mar,1967,0
28,28-Mar,Mar,1967,15
29,29-Mar,Mar,1967,0
30,30-Mar,Mar,1967,0
31,31-Mar,Mar,1967,0
1,1-Apr,Apr,1967,0
2,2-Apr,Apr,1967,0
3,3-Apr,Apr,1967,0
4,4-Apr,Apr,1967,0
5,5-Apr,Apr,1967,0
6,6-Apr,Apr,1967,0
7,7-Apr,Apr,1967,0
8,8-Apr,Apr,1967,0
9,9-Apr,Apr,1967,0
10,10-Apr,Apr,1967,0
11,11-Apr,Apr,1967,0
12,12-Apr,Apr,1967,0
13,13-Apr,Apr,1967,0
14,14-Apr,Apr,1967,0
15,15-Apr,Apr,1967,0
16,16-Apr,Apr,1967,0
17,17-Apr,Apr,1967,0
18,18-Apr,Apr,1967,0
19,19-Apr,Apr,1967,28
20,20-Apr,Apr,1967,40
21,21-Apr,Apr,1967,0
22,22-Apr,Apr,1967,0
23,23-Apr,Apr,1967,0
24,24-Apr,Apr,1967,0
25,25-Apr,Apr,1967,0
26,26-Apr,Apr,1967,1
27,27-Apr,Apr,1967,0
28,28-Apr,Apr,1967,19
29,29-Apr,Apr,1967,0
30,30-Apr,Apr,1967,7
1,1-May,May,1967,26
2,2-May,May,1967,49
3,3-May,May,1967,0
4,4-May,May,1967,0
5,5-May,May,1967,27
6,6-May,May,1967,0
7,7-May,May,1967,0
8,8-May,May,1967,0
9,9-May,May,1967,0
10,10-May,May,1967,0
11,11-May,May,1967,0
12,12-May,May,1967,0
13,13-May,May,1967,0
14,14-May,May,1967,0
15,15-May,May,1967,0
16,16-May,May,1967,0
17,17-May,May,1967,0
18,18-May,May,1967,0
19,19-May,May,1967,0
20,20-May,May,1967,0
21,21-May,May,1967,0
22,22-May,May,1967,0
23,23-May,May,1967,3
24,24-May,May,1967,0
25,25-May,May,1967,40
26,26-May,May,1967,0
27,27-May,May,1967,0
28,28-May,May,1967,0
29,29-May,May,1967,0
30,30-May,May,1967,0
31,31-May,May,1967,0
1,1-Jun,Jun,1967,0
2,2-Jun,Jun,1967,0
3,3-Jun,Jun,1967,0
4,4-Jun,Jun,1967,0
5,5-Jun,Jun,1967,0
6,6-Jun,Jun,1967,0
7,7-Jun,Jun,1967,0
8,8-Jun,Jun,1967,8
9,9-Jun,Jun,1967,12
10,10-Jun,Jun,1967,2
11,11-Jun,Jun,1967,9
12,12-Jun,Jun,1967,29
13,13-Jun,Jun,1967,11
14,14-Jun,Jun,1967,0
15,15-Jun,Jun,1967,34
16,16-Jun,Jun,1967,0
17,17-Jun,Jun,1967,34
18,18-Jun,Jun,1967,95
19,19-Jun,Jun,1967,5
20,20-Jun,Jun,1967,61
21,21-Jun,Jun,1967,32
22,22-Jun,Jun,1967,13
23,23-Jun,Jun,1967,4
24,24-Jun,Jun,1967,0
25,25-Jun,Jun,1967,0
26,26-Jun,Jun,1967,4
27,27-Jun,Jun,1967,4
28,28-Jun,Jun,1967,7
29,29-Jun,Jun,1967,0
30,30-Jun,Jun,1967,10
1,1-Jul,Jul,1967,17
2,2-Jul,Jul,1967,2
3,3-Jul,Jul,1967,19
4,4-Jul,Jul,1967,16
5,5-Jul,Jul,1967,19
6,6-Jul,Jul,1967,5
7,7-Jul,Jul,1967,28
8,8-Jul,Jul,1967,12
9,9-Jul,Jul,1967,15
10,10-Jul,Jul,1967,209
11,11-Jul,Jul,1967,41
12,12-Jul,Jul,1967,0
13,13-Jul,Jul,1967,11
14,14-Jul,Jul,1967,3
15,15-Jul,Jul,1967,56
16,16-Jul,Jul,1967,81
17,17-Jul,Jul,1967,45
18,18-Jul,Jul,1967,0
19,19-Jul,Jul,1967,0
20,20-Jul,Jul,1967,0
21,21-Jul,Jul,1967,1
22,22-Jul,Jul,1967,0
23,23-Jul,Jul,1967,0
24,24-Jul,Jul,1967,0
25,25-Jul,Jul,1967,5
26,26-Jul,Jul,1967,3
27,27-Jul,Jul,1967,4
28,28-Jul,Jul,1967,9
29,29-Jul,Jul,1967,14
30,30-Jul,Jul,1967,6
31,31-Jul,Jul,1967,4
1,1-Aug,Aug,1967,0
2,2-Aug,Aug,1967,2
3,3-Aug,Aug,1967,9
4,4-Aug,Aug,1967,1
5,5-Aug,Aug,1967,19
6,6-Aug,Aug,1967,34
7,7-Aug,Aug,1967,113
8,8-Aug,Aug,1967,32
9,9-Aug,Aug,1967,61
10,10-Aug,Aug,1967,45
11,11-Aug,Aug,1967,0
12,12-Aug,Aug,1967,0
13,13-Aug,Aug,1967,13
14,14-Aug,Aug,1967,15
15,15-Aug,Aug,1967,87
16,16-Aug,Aug,1967,19
17,17-Aug,Aug,1967,2
18,18-Aug,Aug,1967,29
19,19-Aug,Aug,1967,10
20,20-Aug,Aug,1967,2
21,21-Aug,Aug,1967,3
22,22-Aug,Aug,1967,1
23,23-Aug,Aug,1967,90
24,24-Aug,Aug,1967,19
25,25-Aug,Aug,1967,22
26,26-Aug,Aug,1967,5
27,27-Aug,Aug,1967,0
28,28-Aug,Aug,1967,15
29,29-Aug,Aug,1967,0
30,30-Aug,Aug,1967,32
31,31-Aug,Aug,1967,0
1,1-Sep,Sep,1967,2
2,2-Sep,Sep,1967,3
3,3-Sep,Sep,1967,66
4,4-Sep,Sep,1967,48
5,5-Sep,Sep,1967,2
6,6-Sep,Sep,1967,12
7,7-Sep,Sep,1967,27
8,8-Sep,Sep,1967,32
9,9-Sep,Sep,1967,32
10,10-Sep,Sep,1967,4
11,11-Sep,Sep,1967,5
12,12-Sep,Sep,1967,1
13,13-Sep,Sep,1967,0
14,14-Sep,Sep,1967,5
15,15-Sep,Sep,1967,2
16,16-Sep,Sep,1967,41
17,17-Sep,Sep,1967,45
18,18-Sep,Sep,1967,
19,19-Sep,Sep,1967,0
20,20-Sep,Sep,1967,0
21,21-Sep,Sep,1967,0
22,22-Sep,Sep,1967,0
23,23-Sep,Sep,1967,0
24,24-Sep,Sep,1967,0
25,25-Sep,Sep,1967,90
26,26-Sep,Sep,1967,91
27,27-Sep,Sep,1967,108
28,28-Sep,Sep,1967,70
29,29-Sep,Sep,1967,12
30,30-Sep,Sep,1967,18
1,1-Oct,Oct,1967,0
2,2-Oct,Oct,1967,0
3,3-Oct,Oct,1967,0
4,4-Oct,Oct,1967,0
5,5-Oct,Oct,1967,0
6,6-Oct,Oct,1967,0
7,7-Oct,Oct,1967,0
8,8-Oct,Oct,1967,0
9,9-Oct,Oct,1967,0
10,10-Oct,Oct,1967,0
11,11-Oct,Oct,1967,0
12,12-Oct,Oct,1967,0
13,13-Oct,Oct,1967,0
14,14-Oct,Oct,1967,0
15,15-Oct,Oct,1967,0
16,16-Oct,Oct,1967,0
17,17-Oct,Oct,1967,0
18,18-Oct,Oct,1967,0
19,19-Oct,Oct,1967,0
20,20-Oct,Oct,1967,0
21,21-Oct,Oct,1967,0
22,22-Oct,Oct,1967,0
23,23-Oct,Oct,1967,0
24,24-Oct,Oct,1967,0
25,25-Oct,Oct,1967,0
26,26-Oct,Oct,1967,0
27,27-Oct,Oct,1967,0
28,28-Oct,Oct,1967,0
29,29-Oct,Oct,1967,0
30,30-Oct,Oct,1967,0
31,31-Oct,Oct,1967,0
1,1-Nov,Nov,1967,0
2,2-Nov,Nov,1967,0
3,3-Nov,Nov,1967,0
4,4-Nov,Nov,1967,0
5,5-Nov,Nov,1967,0
6,6-Nov,Nov,1967,0
7,7-Nov,Nov,1967,0
8,8-Nov,Nov,1967,0
9,9-Nov,Nov,1967,0
10,10-Nov,Nov,1967,0
11,11-Nov,Nov,1967,0
12,12-Nov,Nov,1967,0
13,13-Nov,Nov,1967,0
14,14-Nov,Nov,1967,0
15,15-Nov,Nov,1967,0
16,16-Nov,Nov,1967,0
17,17-Nov,Nov,1967,0
18,18-Nov,Nov,1967,0
19,19-Nov,Nov,1967,0
20,20-Nov,Nov,1967,0
21,21-Nov,Nov,1967,0
22,22-Nov,Nov,1967,0
23,23-Nov,Nov,1967,0
24,24-Nov,Nov,1967,0
25,25-Nov,Nov,1967,0
26,26-Nov,Nov,1967,0
27,27-Nov,Nov,1967,0
28,28-Nov,Nov,1967,0
29,29-Nov,Nov,1967,0
30,30-Nov,Nov,1967,0
1,1-Dec,Dec,1967,0
2,2-Dec,Dec,1967,0
3,3-Dec,Dec,1967,0
4,4-Dec,Dec,1967,0
5,5-Dec,Dec,1967,0
6,6-Dec,Dec,1967,0
7,7-Dec,Dec,1967,0
8,8-Dec,Dec,1967,0
9,9-Dec,Dec,1967,0
10,10-Dec,Dec,1967,0
11,11-Dec,Dec,1967,0
12,12-Dec,Dec,1967,0
13,13-Dec,Dec,1967,0
14,14-Dec,Dec,1967,0
15,15-Dec,Dec,1967,0
16,16-Dec,Dec,1967,0
17,17-Dec,Dec,1967,0
18,18-Dec,Dec,1967,0
19,19-Dec,Dec,1967,0
20,20-Dec,Dec,1967,0
21,21-Dec,Dec,1967,0
22,22-Dec,Dec,1967,0
23,23-Dec,Dec,1967,0
24,24-Dec,Dec,1967,0
25,25-Dec,Dec,1967,0
26,26-Dec,Dec,1967,0
27,27-Dec,Dec,1967,0
28,28-Dec,Dec,1967,0
29,29-Dec,Dec,1967,0
30,30-Dec,Dec,1967,0
31,31-Dec,Dec,1967,0
1,1-Jan,Jan,1968,0
2,2-Jan,Jan,1968,0
3,3-Jan,Jan,1968,0
4,4-Jan,Jan,1968,0
5,5-Jan,Jan,1968,0
6,6-Jan,Jan,1968,0
7,7-Jan,Jan,1968,0
8,8-Jan,Jan,1968,0
9,9-Jan,Jan,1968,0
10,10-Jan,Jan,1968,0
11,11-Jan,Jan,1968,0
12,12-Jan,Jan,1968,0
13,13-Jan,Jan,1968,0
14,14-Jan,Jan,1968,0
15,15-Jan,Jan,1968,0
16,16-Jan,Jan,1968,0
17,17-Jan,Jan,1968,0
18,18-Jan,Jan,1968,0
19,19-Jan,Jan,1968,0
20,20-Jan,Jan,1968,0
21,21-Jan,Jan,1968,0
22,22-Jan,Jan,1968,0
23,23-Jan,Jan,1968,0
24,24-Jan,Jan,1968,0
25,25-Jan,Jan,1968,0
26,26-Jan,Jan,1968,0
27,27-Jan,Jan,1968,0
28,28-Jan,Jan,1968,0
29,29-Jan,Jan,1968,0
30,30-Jan,Jan,1968,0
31,31-Jan,Jan,1968,0
1,1-Feb,Feb,1968,0
2,2-Feb,Feb,1968,0
3,3-Feb,Feb,1968,0
4,4-Feb,Feb,1968,0
5,5-Feb,Feb,1968,0
6,6-Feb,Feb,1968,0
7,7-Feb,Feb,1968,0
8,8-Feb,Feb,1968,0
9,9-Feb,Feb,1968,0
10,10-Feb,Feb,1968,0
11,11-Feb,Feb,1968,0
12,12-Feb,Feb,1968,0
13,13-Feb,Feb,1968,0
14,14-Feb,Feb,1968,0
15,15-Feb,Feb,1968,0
16,16-Feb,Feb,1968,0
17,17-Feb,Feb,1968,0
18,18-Feb,Feb,1968,0
19,19-Feb,Feb,1968,0
20,20-Feb,Feb,1968,0
21,21-Feb,Feb,1968,0
22,22-Feb,Feb,1968,0
23,23-Feb,Feb,1968,5
24,24-Feb,Feb,1968,0
25,25-Feb,Feb,1968,0
26,26-Feb,Feb,1968,0
27,27-Feb,Feb,1968,0
28,28-Feb,Feb,1968,0
29,29-Feb,Feb,1968,0
1,1-Mar,Mar,1968,0
2,2-Mar,Mar,1968,0
3,3-Mar,Mar,1968,0
4,4-Mar,Mar,1968,0
5,5-Mar,Mar,1968,0
6,6-Mar,Mar,1968,0
7,7-Mar,Mar,1968,0
8,8-Mar,Mar,1968,0
9,9-Mar,Mar,1968,0
10,10-Mar,Mar,1968,0
11,11-Mar,Mar,1968,0
12,12-Mar,Mar,1968,0
13,13-Mar,Mar,1968,0
14,14-Mar,Mar,1968,0
15,15-Mar,Mar,1968,0
16,16-Mar,Mar,1968,0
17,17-Mar,Mar,1968,0
18,18-Mar,Mar,1968,0
19,19-Mar,Mar,1968,34
20,20-Mar,Mar,1968,35
21,21-Mar,Mar,1968,16
22,22-Mar,Mar,1968,0
23,23-Mar,Mar,1968,2
24,24-Mar,Mar,1968,0
25,25-Mar,Mar,1968,0
26,26-Mar,Mar,1968,0
27,27-Mar,Mar,1968,0
28,28-Mar,Mar,1968,0
29,29-Mar,Mar,1968,0
30,30-Mar,Mar,1968,0
31,31-Mar,Mar,1968,0
1,1-Apr,Apr,1968,0
2,2-Apr,Apr,1968,0
3,3-Apr,Apr,1968,0
4,4-Apr,Apr,1968,24
5,5-Apr,Apr,1968,0
6,6-Apr,Apr,1968,0
7,7-Apr,Apr,1968,0
8,8-Apr,Apr,1968,0
9,9-Apr,Apr,1968,0
